task_id,sweep,family,N,alpha,t,method,variant,out_dir,log_file,status
C_t__F0__n1000000__a100__t100000000__ours__enum_sampling,C_t,F0,1000000,100,100000000,ours,enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t100000000__ours__enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t100000000__ours__enum_sampling.log,
C_t__F0__n1000000__a100__t100000000__ours__sampling,C_t,F0,1000000,100,100000000,ours,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t100000000__ours__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t100000000__ours__sampling.log,
C_t__F0__n1000000__a100__t100000000__kd_tree__sampling,C_t,F0,1000000,100,100000000,kd_tree,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t100000000__kd_tree__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t100000000__kd_tree__sampling.log,
C_t__F0__n1000000__a100__t300000000__ours__enum_sampling,C_t,F0,1000000,100,300000000,ours,enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t300000000__ours__enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t300000000__ours__enum_sampling.log,
C_t__F0__n1000000__a100__t300000000__ours__sampling,C_t,F0,1000000,100,300000000,ours,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t300000000__ours__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t300000000__ours__sampling.log,
C_t__F0__n1000000__a100__t300000000__kd_tree__sampling,C_t,F0,1000000,100,300000000,kd_tree,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t300000000__kd_tree__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t300000000__kd_tree__sampling.log,
C_t__F0__n1000000__a100__t1000000000__ours__enum_sampling,C_t,F0,1000000,100,1000000000,ours,enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t1000000000__ours__enum_sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t1000000000__ours__enum_sampling.log,
C_t__F0__n1000000__a100__t1000000000__ours__sampling,C_t,F0,1000000,100,1000000000,ours,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t1000000000__ours__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t1000000000__ours__sampling.log,
C_t__F0__n1000000__a100__t1000000000__kd_tree__sampling,C_t,F0,1000000,100,1000000000,kd_tree,sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/out/C_t/C_t__F0__n1000000__a100__t1000000000__kd_tree__sampling,/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/logs/C_t__F0__n1000000__a100__t1000000000__kd_tree__sampling.log,
