dataset,method,variant,rep,seed,n_r,n_s,t,ok,wall_ms,count_value,count_exact,count_stderr,count_ci_low,count_ci_high,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
d2_F1_n1000000_a1000_gs1,ours,enum_sampling,0,1,1000000,1000000,10000000,0,,,0,,,,1,0,1200000000,,0,{},Not runnable: expected |J|≈2000000000 > enum_cap=1200000000 (precheck),"{""dataset"":{""name"":""d2_F1_n1000000_a1000_gs1"",""source"":""binary"",""dim"":2},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":10000000,""seed"":1,""repeats"":3,""threads"":1,""enum_cap"":1200000000},""note"":""not_runnable_stub""}","{""generator"":""alacarte_rectgen"",""dataset"":""d2_F1_n1000000_a1000_gs1"",""dim"":2,""n_r"":1000000,""n_s"":1000000,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""coverage"":409.7785792467614,""pair_intersection_prob_est"":0.0020021285071320574,""audit_num_pairs"":2000000,""audit_seed"":1,""alpha_hat_est"":997.4999999999999,""p_hat_est"":0.001995,""epsilon_alpha"":0.0025000000000001137,""fixed_params"":{""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""tune_tol_rel"":0.01,""dtype"":""float32"",""module_source"":""local_alacarte"",""alacarte_module_path"":""/home/dhy/PhD/results/third_party/Alacarte/alacarte_rectgen.py""},""paths"":{""out_r"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_R.bin"",""out_s"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_S.bin"",""csv_r"":"""",""csv_s"":""""},""timing_sec"":{""generation"":0.7024168968200684,""audit"":0.13478422164916992,""binary_io"":0.03514218330383301,""csv_io"":0.0},""info"":{""coverage"":409.7785792467614,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""pair_intersection_prob_est"":0.0020021285071320574,""tune_history"":[{""coverage"":500.0,""alpha_est"":1216.5026930669412},{""coverage"":7.071067811865472e-07,""alpha_est"":1.6831613777252012e-06},{""coverage"":0.01880301546543196,""alpha_est"":0.04476377164499138},{""coverage"":3.0661878175865187,""alpha_est"":7.311211225076765},{""coverage"":39.15474312000092,""alpha_est"":93.77817291092207},{""coverage"":139.91916080365996,""alpha_est"":336.9519926354122},{""coverage"":264.49873421593145,""alpha_est"":639.7279963805797},{""coverage"":363.66106075295676,""alpha_est"":881.9712947651449},{""coverage"":426.41591243348137,""alpha_est"":1035.7548091900483},{""coverage"":393.79037956443227,""alpha_est"":955.7608597422113},{""coverage"":409.7785792467614,""alpha_est"":994.9504533874199}],""params"":{""nR"":1000000,""nS"":1000000,""d"":2,""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""seed"":1}}}"
d2_F1_n1000000_a1000_gs1,ours,enum_sampling,1,2,1000000,1000000,10000000,0,,,0,,,,1,0,1200000000,,0,{},Not runnable: expected |J|≈2000000000 > enum_cap=1200000000 (precheck),"{""dataset"":{""name"":""d2_F1_n1000000_a1000_gs1"",""source"":""binary"",""dim"":2},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":10000000,""seed"":1,""repeats"":3,""threads"":1,""enum_cap"":1200000000},""note"":""not_runnable_stub""}","{""generator"":""alacarte_rectgen"",""dataset"":""d2_F1_n1000000_a1000_gs1"",""dim"":2,""n_r"":1000000,""n_s"":1000000,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""coverage"":409.7785792467614,""pair_intersection_prob_est"":0.0020021285071320574,""audit_num_pairs"":2000000,""audit_seed"":1,""alpha_hat_est"":997.4999999999999,""p_hat_est"":0.001995,""epsilon_alpha"":0.0025000000000001137,""fixed_params"":{""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""tune_tol_rel"":0.01,""dtype"":""float32"",""module_source"":""local_alacarte"",""alacarte_module_path"":""/home/dhy/PhD/results/third_party/Alacarte/alacarte_rectgen.py""},""paths"":{""out_r"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_R.bin"",""out_s"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_S.bin"",""csv_r"":"""",""csv_s"":""""},""timing_sec"":{""generation"":0.7024168968200684,""audit"":0.13478422164916992,""binary_io"":0.03514218330383301,""csv_io"":0.0},""info"":{""coverage"":409.7785792467614,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""pair_intersection_prob_est"":0.0020021285071320574,""tune_history"":[{""coverage"":500.0,""alpha_est"":1216.5026930669412},{""coverage"":7.071067811865472e-07,""alpha_est"":1.6831613777252012e-06},{""coverage"":0.01880301546543196,""alpha_est"":0.04476377164499138},{""coverage"":3.0661878175865187,""alpha_est"":7.311211225076765},{""coverage"":39.15474312000092,""alpha_est"":93.77817291092207},{""coverage"":139.91916080365996,""alpha_est"":336.9519926354122},{""coverage"":264.49873421593145,""alpha_est"":639.7279963805797},{""coverage"":363.66106075295676,""alpha_est"":881.9712947651449},{""coverage"":426.41591243348137,""alpha_est"":1035.7548091900483},{""coverage"":393.79037956443227,""alpha_est"":955.7608597422113},{""coverage"":409.7785792467614,""alpha_est"":994.9504533874199}],""params"":{""nR"":1000000,""nS"":1000000,""d"":2,""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""seed"":1}}}"
d2_F1_n1000000_a1000_gs1,ours,enum_sampling,2,3,1000000,1000000,10000000,0,,,0,,,,1,0,1200000000,,0,{},Not runnable: expected |J|≈2000000000 > enum_cap=1200000000 (precheck),"{""dataset"":{""name"":""d2_F1_n1000000_a1000_gs1"",""source"":""binary"",""dim"":2},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":10000000,""seed"":1,""repeats"":3,""threads"":1,""enum_cap"":1200000000},""note"":""not_runnable_stub""}","{""generator"":""alacarte_rectgen"",""dataset"":""d2_F1_n1000000_a1000_gs1"",""dim"":2,""n_r"":1000000,""n_s"":1000000,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""coverage"":409.7785792467614,""pair_intersection_prob_est"":0.0020021285071320574,""audit_num_pairs"":2000000,""audit_seed"":1,""alpha_hat_est"":997.4999999999999,""p_hat_est"":0.001995,""epsilon_alpha"":0.0025000000000001137,""fixed_params"":{""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""tune_tol_rel"":0.01,""dtype"":""float32"",""module_source"":""local_alacarte"",""alacarte_module_path"":""/home/dhy/PhD/results/third_party/Alacarte/alacarte_rectgen.py""},""paths"":{""out_r"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_R.bin"",""out_s"":""/home/dhy/PhD/results/run/temp/exp3_th_biggrid_2d/datasets/F1/d2_F1_n1000000_a1000_gs1_S.bin"",""csv_r"":"""",""csv_s"":""""},""timing_sec"":{""generation"":0.7024168968200684,""audit"":0.13478422164916992,""binary_io"":0.03514218330383301,""csv_io"":0.0},""info"":{""coverage"":409.7785792467614,""alpha_target"":1000.0,""alpha_expected_est"":1001.0642535660287,""pair_intersection_prob_est"":0.0020021285071320574,""tune_history"":[{""coverage"":500.0,""alpha_est"":1216.5026930669412},{""coverage"":7.071067811865472e-07,""alpha_est"":1.6831613777252012e-06},{""coverage"":0.01880301546543196,""alpha_est"":0.04476377164499138},{""coverage"":3.0661878175865187,""alpha_est"":7.311211225076765},{""coverage"":39.15474312000092,""alpha_est"":93.77817291092207},{""coverage"":139.91916080365996,""alpha_est"":336.9519926354122},{""coverage"":264.49873421593145,""alpha_est"":639.7279963805797},{""coverage"":363.66106075295676,""alpha_est"":881.9712947651449},{""coverage"":426.41591243348137,""alpha_est"":1035.7548091900483},{""coverage"":393.79037956443227,""alpha_est"":955.7608597422113},{""coverage"":409.7785792467614,""alpha_est"":994.9504533874199}],""params"":{""nR"":1000000,""nS"":1000000,""d"":2,""universe"":null,""volume_dist"":""lognormal"",""volume_cv"":1.0,""shape_sigma"":1.0,""seed"":1}}}"
