sweep,family,N,alpha,t,method,variant,ok_reps,total_reps,status,wall_ms_mean,wall_ms_median,wall_ms_cv,run_build_ms_mean,run_build_ms_median,run_build_ms_cv,run_count_ms_mean,run_count_ms_median,run_count_ms_cv,run_sample_ms_mean,run_sample_ms_median,run_sample_ms_cv,build_events_ms_mean,build_events_ms_median,build_events_ms_cv,build_y_domain_ms_mean,build_y_domain_ms_median,build_y_domain_ms_cv,build_ranks_ms_mean,build_ranks_ms_median,build_ranks_ms_cv,build_active_indices_ms_mean,build_active_indices_ms_median,build_active_indices_ms_cv,phase1_count_ms_mean,phase1_count_ms_median,phase1_count_ms_cv,phase2_plan_ms_mean,phase2_plan_ms_median,phase2_plan_ms_cv,phase3_sample_ms_mean,phase3_sample_ms_median,phase3_sample_ms_cv,build_ms_mean,build_ms_median,build_ms_cv,build_points_ms_mean,build_points_ms_median,build_points_ms_cv,phase3_fill_ms_mean,phase3_fill_ms_median,phase3_fill_ms_cv,phase1_enumerate_materialize_ms_mean,phase1_enumerate_materialize_ms_median,phase1_enumerate_materialize_ms_cv,phase2_resample_ms_mean,phase2_resample_ms_median,phase2_resample_ms_cv,samples_per_sec_mean,samples_per_sec_median,samples_per_sec_cv,ns_per_sample_mean,ns_per_sample_median,ns_per_sample_cv
A_alpha,F0,1000000,130,10000000,ours,sampling,3,3,OK,8850.476666666667,9294.24,0.07361922186672047,1667.4795296666668,1604.576784,0.09706298708247263,708.6782936666667,704.2128,0.0094866666257618,5675.411484333333,5668.543043,0.005590273291016315,684.8294916666667,678.928937,0.32175149233291594,164.66462166666668,163.443384,0.010616002518707089,679.1404026666667,678.425404,0.005680109395952246,86.08861833333333,42.244677,0.7532301015877203,708.6749290000001,704.209069,0.009487382260147198,500.67719766666664,492.017017,0.04195951775206167,5158.755156333334,5160.103604,0.0022197688749950283,,,,,,,,,,,,,,,,1762041.7487234368,1764121.7371276475,0.005580564539894303,567.5411484333333,566.8543043,0.00559027329101635
A_alpha,F0,1000000,70,10000000,kd_tree,sampling,3,3,OK,13122.133333333333,13051.7,0.01510390315468107,247.9176346666667,250.071846,0.04199905942080725,4814.138776666667,4739.078718,0.036577438542839666,8060.061907666666,8062.521468,0.001702900914496832,,,,,,,,,,,,,4814.13192,4739.075316,0.03657645747229091,885.1264883333333,883.528803,0.0027948027619487978,,,,247.916104,250.070294,0.041999668207743625,247.24763299999998,249.782541,0.04038625841477642,7157.758085333334,7164.098125,0.0020115088064677888,,,,,,,1240688.8590171977,1240306.7749574147,0.0017036672319386253,806.0061907666667,806.2521468,0.0017029009144968318
A_alpha,F0,1000000,70,10000000,ours,enum_sampling,3,3,OK,10513.966666666667,10334.8,0.03244784949808706,2140.07973,2411.311923,0.2030187999799261,7883.593323,7193.60248,0.12739056722964887,155.44461433333333,155.541363,0.028302477389479733,1145.2600223333334,1498.863888,0.44876196853333533,167.8005026666667,167.765845,0.021433534313982962,671.5659486666667,671.493319,0.001510684688929005,96.80581066666667,38.043755,0.861822933166903,,,,,,,,,,,,,,,,,,,7883.588331,7193.597548,0.1273906289860247,155.43957533333332,155.53587,0.02830415068120832,64383236.900874905,64291580.11171601,0.02834589462785528,15.544461433333334,15.5541363,0.028302477389479757
A_alpha,F0,1000000,70,10000000,ours,sampling,3,3,OK,8813.28,9224.26,0.0692565027341362,1861.3417820000002,1593.93338,0.22131271891111717,720.0255553333333,722.393423,0.005931997664809584,5625.135665666666,5593.815523,0.008098706816439922,876.6050610000001,678.342795,0.5392990914619183,164.93356966666667,163.659943,0.012375079393252553,671.1395086666666,669.793459,0.0035874984478702853,96.02966533333334,37.589088,0.8607132900943488,720.0209336666667,722.388951,0.005932495523691014,523.6483883333334,523.602222,0.036621390848528695,5089.508424333333,5089.132663,0.005852815617296643,,,,,,,,,,,,,,,,1777850.8461078024,1787688.5569220441,0.008052645713411966,562.5135665666667,559.3815523,0.008098706816439939
A_alpha,F0,1000000,80,10000000,kd_tree,sampling,3,3,OK,13773.566666666666,13772.6,0.01165158324921528,252.06566233333334,257.48079,0.03880030737412295,5064.605743666666,5053.152641,0.027081739551497026,8456.890222333333,8459.110903,0.0018696002894674664,,,,,,,,,,,,,5064.593660333333,5053.150168,0.02707970900996456,891.329948,891.078429,0.0009283723957939647,,,,252.064115,257.47967,0.03880006111067287,251.33721166666666,255.896698,0.03796203929012801,7546.915327666667,7549.172514,0.0017262178461589707,,,,,,,1182471.890366272,1182157.3348155925,0.0018703317685004202,845.6890222333333,845.9110903000001,0.0018696002894675204
A_alpha,F0,1000000,80,10000000,ours,enum_sampling,3,3,OK,10184.576666666666,10460.0,0.043411894315843795,2129.737431,2427.616767,0.19837961491840317,7555.361077999999,7425.450913,0.029871454312810387,157.10482766666667,156.020972,0.0112911244080094,1146.9242146666666,1508.789161,0.4477320710521494,164.72554566666668,163.563474,0.010615342234933146,676.3849216666666,676.962964,0.0042469496566159065,94.55942033333334,37.548096,0.8528030628530346,,,,,,,,,,,,,,,,,,,7555.3559356666665,7425.443509,0.029871516328958198,157.10146966666667,156.017941,0.011287446513391645,63659821.11809549,64093947.57520162,0.011204093428056658,15.710482766666667,15.6020972,0.011291124408009343
A_alpha,F0,1000000,80,10000000,ours,sampling,3,3,OK,9379.833333333334,9159.78,0.03908296825811578,1719.3633486666668,1701.41672,0.07759142856805885,681.3335633333332,681.760363,0.002198733658758773,6207.6288073333335,5500.370484,0.16446763628288713,691.4002036666666,669.217861,0.3156587440562844,168.06697333333332,167.654051,0.022802210907215324,681.6957173333334,683.963125,0.005518675596669262,109.37414866666667,79.04666,0.6770634227005086,681.3259896666667,681.754051,0.0021942438315748435,496.61486633333334,471.628241,0.07535190273146676,5698.7578023333335,5013.761071,0.1717339881153285,,,,,,,,,,,,,,,,1650928.890787226,1818059.3523816168,0.1473468210140906,620.7628807333333,550.0370484,0.16446763628288716
A_alpha,F0,1000000,90,10000000,kd_tree,sampling,3,3,OK,14538.133333333331,14304.3,0.024071576648450388,250.41296266666666,250.175507,0.04214565359407279,5442.780597,5235.611443,0.05712893172739397,8844.923635666666,8829.199235,0.0034014868492053944,,,,,,,,,,,,,5442.7717526666665,5235.607681,0.05712775632719194,888.8692503333333,888.635006,0.005593184719860135,,,,250.41125166666666,250.173706,0.04214609231866843,249.76777666666666,249.888834,0.04045006272637361,7938.597813333334,7924.145779,0.0030986811749125825,,,,,,,1130605.0637286557,1132605.5437008156,0.0033940894042445383,884.4923635666668,882.9199235,0.003401486849205407
A_alpha,F0,1000000,90,10000000,ours,enum_sampling,3,3,OK,10498.230000000001,10846.6,0.05031349380999732,2148.516689,2458.921332,0.2066232314711042,7852.795962666666,7772.534223,0.01956393590661801,160.13153766666667,160.751848,0.017936542714862037,1162.502805,1528.519919,0.44962101650766423,167.870258,167.469007,0.023003342751084455,684.1709686666667,685.792829,0.0054814193814212205,87.80048033333333,37.682835,0.8080934916255057,,,,,,,,,,,,,,,,,,,7852.792267333333,7772.530491,0.019563926525383864,160.12735266666667,160.748107,0.01793758817249907,62468874.164110474,62207682.987258725,0.018041578545758417,16.013153766666665,16.0751848,0.017936542714862055
A_alpha,F0,1000000,90,10000000,ours,sampling,3,3,OK,8716.113333333333,9154.59,0.07176312587619932,1578.9304746666667,1596.284706,0.02799442901487631,705.2960899999999,707.373843,0.005132292298810158,5563.573992666667,5544.211737,0.00526688179536608,594.5511123333333,668.215439,0.20572168729245513,165.24202366666665,163.417381,0.015774677933662336,682.1588593333333,683.105666,0.0030347535435982015,85.58252133333333,37.518412,0.794274824738841,705.2928613333333,707.36987,0.005131987029519621,505.9834036666666,490.956665,0.04471040325770497,5039.061095666667,5035.390537,0.0016846513624741207,,,,,,,,,,,,,,,,1797455.4483312014,1803682.9173142384,0.00524746346697181,556.3573992666667,554.4211737,0.005266881795366062
A_alpha,F1,1000000,100,10000000,kd_tree,sampling,3,3,OK,40639.86666666667,40750.7,0.007000346388142441,262.7732173333333,267.962402,0.0356691314606192,16898.267808,17003.328476,0.01051304845753026,23478.799559000003,23476.601507,0.0044572126816567765,,,,,,,,,,,,,16898.261124333334,17003.31632,0.010512957541218901,906.5227683333333,907.515228,0.0024841224817580164,,,,262.77177666666665,267.960802,0.03566964524535096,261.8997836666667,267.680141,0.033934469796482965,22556.108905,22554.320164,0.004768842445567126,,,,,,,425924.61426097207,425956.0310302285,0.004456653315124099,2347.8799559,2347.6601507,0.004457212681656808
A_alpha,F1,1000000,100,10000000,ours,enum_sampling,3,3,OK,12703.666666666666,13561.1,0.14092500366943583,1592.4175329999998,1600.422116,0.029779585855121016,9900.017262,9962.137924,0.11166964687614336,332.41863199999995,165.118242,0.7157091381190012,597.3063793333333,675.741283,0.20413641258534362,164.81917233333334,164.148147,0.011581628905456057,679.5542563333333,681.538152,0.004159821712500388,99.35118966666666,54.961054,0.7588912970520317,,,,,,,,,,,,,,,,,,,9900.012516,9962.132401,0.11166959803643285,332.41301266666665,165.11443,0.715719218764061,45588586.35532277,60562660.30254852,0.4752575466497701,33.241863200000004,16.5118242,0.7157091381190012
A_alpha,F1,1000000,100,10000000,ours,sampling,3,3,OK,8722.9,9137.12,0.0737029041101732,1580.3180113333335,1611.695693,0.03366632315396721,698.9133436666666,696.026827,0.01392175074330779,5563.162514333333,5590.573351,0.010013140566324422,608.686384,701.293851,0.2183780154671123,164.30181066666668,162.951319,0.012125054931201591,668.9666686666666,668.518482,0.007730106754807632,86.214137,38.408637,0.7913613163468075,698.9098356666667,696.022355,0.013921825351005885,538.2722213333333,531.232618,0.05168664159719478,4989.306517333333,4987.089432,0.0047315967793590645,,,,,,,,,,,,,,,,1797720.0864608511,1788725.3009946242,0.010075762928949013,556.3162514333334,559.0573351,0.010013140566324503
A_alpha,F1,1000000,110,10000000,kd_tree,sampling,3,3,OK,43528.36666666667,43454.2,0.0075816442030975165,263.230139,268.774849,0.03494232646221974,18270.500285,18279.165975,0.004808442837453766,24994.644279333337,24830.388766,0.01197764590700933,,,,,,,,,,,,,18270.49037633333,18279.163153,0.004808047756603812,916.1765060000001,918.096549,0.006020993780329646,,,,263.22853133333336,268.772677,0.03494207749572517,262.4636653333334,268.482162,0.03359704970044576,24058.870823999998,23890.070834,0.012318266505864355,,,,,,,400142.6677313629,402732.3170103925,0.011884182175745637,2499.4644279333334,2483.0388766,0.011977645907009338
A_alpha,F1,1000000,110,10000000,ours,enum_sampling,3,3,OK,10910.033333333333,11219.9,0.04397919153468378,1605.4799416666665,1624.619976,0.03666437894700888,8277.223772333333,8153.309769,0.02338984691635081,158.039642,155.907355,0.027725681087435304,626.8534983333333,701.787337,0.22268997387976824,165.78665933333335,166.458802,0.018079257879536313,674.026429,671.461203,0.007364690953433159,91.77410100000002,37.999763,0.831328308768231,,,,,,,,,,,,,,,,,,,8277.21986,8153.305017,0.023389851688145766,158.03557,155.904154,0.027721486634387633,63323129.67837548,64140655.84013019,0.027264952343714295,15.803964200000001,15.5907355,0.027725681087435297
A_alpha,F1,1000000,110,10000000,ours,sampling,3,3,OK,8662.76,9099.5,0.07315615281190042,1588.9135133333332,1605.033952,0.031999888713919775,688.3145680000001,690.559204,0.008263287083504217,5516.386966000001,5496.647131,0.0050638759258532645,611.8733579999999,692.735042,0.21424953463109214,163.61943566666665,161.8546,0.015318364956806099,674.8702476666666,673.805175,0.00815905589354636,86.08051733333333,37.610729,0.7970130031486642,688.3113226666668,690.555371,0.008262689982323693,544.311905,547.831018,0.031072719441627518,4954.747849333333,4958.084018,0.0038885633363579305,,,,,,,,,,,,,,,,1812827.051771772,1819290.8807265402,0.005045808405934132,551.6386966,549.6647131,0.005063875925853226
A_alpha,F1,1000000,120,10000000,kd_tree,sampling,3,3,OK,45797.299999999996,45524.6,0.00957500135006576,255.031656,248.514246,0.03779818808895877,19094.35944433333,19079.028848,0.012713850727079342,26447.893821,26398.369608,0.008611922382233038,,,,,,,,,,,,,19094.356123,19079.025947,0.01271385354640939,918.0398513333333,919.819232,0.009893637513555927,,,,255.03058833333333,248.513116,0.037798216647870725,254.30828733333337,248.243121,0.03542506075840876,25511.211537333333,25459.476779,0.009379280452336033,,,,,,,378129.9102460937,378811.2731389862,0.00858894244043788,2644.7893821,2639.8369608,0.00861192238223313
A_alpha,F1,1000000,120,10000000,ours,enum_sampling,3,3,OK,11350.5,11646.6,0.038649978150255275,1596.5124273333333,1615.324018,0.022627481292242502,8719.329463,8593.26236,0.025047214887571452,160.342027,157.789257,0.026139734889214124,609.002932,697.881855,0.20968204061235626,166.522394,167.110918,0.019097262903015583,676.2083996666667,675.180652,0.010714142240579356,97.614185,37.832009,0.8665642479798973,,,,,,,,,,,,,,,,,,,8719.325777666667,8593.258998,0.025047232210547304,160.337515,157.784775,0.026139701135509986,62408571.379434355,63375670.75304753,0.025678887421456107,16.034202699999998,15.7789257,0.026139734889214134
A_alpha,F1,1000000,120,10000000,ours,sampling,3,3,OK,8808.84,9265.01,0.07552206885240301,1590.04645,1618.430231,0.03302770342959882,737.1269576666667,739.190263,0.007730150693377999,5599.906799,5611.927911,0.003113662219311284,611.5892423333333,696.143936,0.21481202679652342,166.71574066666668,166.228667,0.022256938462121432,672.6785753333334,670.496731,0.00602259518814248,87.595254,37.569657,0.8085621302950412,737.1239959999999,739.186821,0.007729796628916279,550.401974,556.476112,0.026366105633803646,5033.921002,5032.383413,0.0010345112834919212,,,,,,,,,,,,,,,,1785761.3568458445,1781918.8269327006,0.0031205263138546152,559.9906799,561.1927911,0.0031136622193112936
