dataset,method,variant,rep,seed,n_r,n_s,t,ok,wall_ms,count_value,count_exact,count_stderr,count_ci_low,count_ci_high,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
d2_stripe_n1000000_a200_gs1,ours,sampling,0,1,1000000,1000000,3000000,1,9719.68,4e+08,1,nan,nan,nan,0,0,0,,0,"{""build_active_indices_ms"":308.413434,""build_events_ms"":429.148258,""build_ranks_ms"":655.805269,""build_y_domain_ms"":165.723499,""phase1_count_ms"":4655.272667,""phase2_plan_ms"":397.152138,""phase3_sample_ms"":3078.008878,""run_build_ms"":1585.941532,""run_count_ms"":4655.277506,""run_sample_ms"":3478.448890}",,"{""dataset"":{""source"":""synthetic"",""name"":""d2_stripe_n1000000_a200_gs1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":1000000,""n_s"":1000000,""alpha"":200,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000000,""seed"":1,""repeats"":3,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SJS-2D/run/temp/exp2_synth_d2/out/C_t/C_t__n1000000__a200__t3000000__ours__sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""d2_stripe_n1000000_a200_gs1"",""n_r"":1000000,""n_s"":1000000,""has_exact_k"":true,""k_target"":400000000,""k_achieved"":400000000,""alpha_target"":200,""alpha_achieved"":200,""notes"":""control_axis=1, core=[0.45,0.55], g=9.99999e-08, h=9e-07, delta=2.5e-08, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
d2_stripe_n1000000_a200_gs1,ours,sampling,1,2,1000000,1000000,3000000,1,10740.5,4e+08,1,nan,nan,nan,0,0,0,,0,"{""build_active_indices_ms"":57.467382,""build_events_ms"":756.065055,""build_ranks_ms"":678.194653,""build_y_domain_ms"":162.410045,""phase1_count_ms"":4609.985462,""phase2_plan_ms"":397.644750,""phase3_sample_ms"":2943.932985,""run_build_ms"":1661.436650,""run_count_ms"":4609.990362,""run_sample_ms"":3344.521945}",,"{""dataset"":{""source"":""synthetic"",""name"":""d2_stripe_n1000000_a200_gs1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":1000000,""n_s"":1000000,""alpha"":200,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000000,""seed"":1,""repeats"":3,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SJS-2D/run/temp/exp2_synth_d2/out/C_t/C_t__n1000000__a200__t3000000__ours__sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""d2_stripe_n1000000_a200_gs1"",""n_r"":1000000,""n_s"":1000000,""has_exact_k"":true,""k_target"":400000000,""k_achieved"":400000000,""alpha_target"":200,""alpha_achieved"":200,""notes"":""control_axis=1, core=[0.45,0.55], g=9.99999e-08, h=9e-07, delta=2.5e-08, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
d2_stripe_n1000000_a200_gs1,ours,sampling,2,3,1000000,1000000,3000000,1,10299.7,4e+08,1,nan,nan,nan,0,0,0,,0,"{""build_active_indices_ms"":53.577630,""build_events_ms"":743.952468,""build_ranks_ms"":591.787175,""build_y_domain_ms"":161.071826,""phase1_count_ms"":4489.504666,""phase2_plan_ms"":348.249486,""phase3_sample_ms"":2802.452705,""run_build_ms"":1557.004757,""run_count_ms"":4489.511916,""run_sample_ms"":3153.615272}",,"{""dataset"":{""source"":""synthetic"",""name"":""d2_stripe_n1000000_a200_gs1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":1000000,""n_s"":1000000,""alpha"":200,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000000,""seed"":1,""repeats"":3,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SJS-2D/run/temp/exp2_synth_d2/out/C_t/C_t__n1000000__a200__t3000000__ours__sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""d2_stripe_n1000000_a200_gs1"",""n_r"":1000000,""n_s"":1000000,""has_exact_k"":true,""k_target"":400000000,""k_achieved"":400000000,""alpha_target"":200,""alpha_achieved"":200,""notes"":""control_axis=1, core=[0.45,0.55], g=9.99999e-08, h=9e-07, delta=2.5e-08, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
